Voyage date,Vessel name,Vessel master,Vessel cargo,Port of origin,Destination port,Voyage type
1858-04-04,Constitution,A. B. Gove,Ballast,Port Townsend,"Nanaimo, Victoria",Outbound
1858-04-08,Otter,William Alexander Mouat,Cargo,Victoria,Port Townsend,Inbound
1858-04-12,Bostonian,J. Burnham,Ballast,San Francisco,Port Townsend,Inbound
1858-04-13,Wild Pigeon,James Jones,Mdze,Port Townsend,Victoria,Outbound
1858-04-13,A. Y. Trask,,,Port Townsend,Victoria,Outbound
1858-04-14,Otter,William Alexander Mouat,Mdze,Port Townsend,Victoria,Outbound
1858-04-16,H. C. Page,"Roeder, Henry",Cargo,Port Townsend,Victoria,Outbound
1858-04-18,Mary Dunn,John Stevens,Cargo,Port Townsend,Victoria,Outbound
1858-04-19,A. Y. Trask,P. Bynum,Cargo,Port Townsend,Victoria,Outbound
1858-04-20,Wild Pigeon,James Jones,Ballast,Victoria,Port Townsend,Inbound
1858-04-20,George Raynes,N. A. Bacheldu/Balcheda,Cargo,Port Townsend,Sydney,Outbound
1858-04-21,Ravensdale,Charles Dixon,Cargo,Port Townsend,England,Outbound
1858-04-23,Jennett,Alex Sampson,Ballast,Port Townsend,Victoria,Outbound
1858-04-26,Brother Jonathan,"Staples, George W. ",Cargo,San Francisco,Port Townsend,Inbound
1858-04-26,Therese,E. Kershey,Cargo,Port Townsend,Hong Kong,Outbound
1858-04-26,Brother Jonathan,George W. Staples,Ballast,Port Townsend,"Vancouver Island, San Francisco",Outbound
1858-04-27,H. C. Page,Henry Roeder,Cargo,Victoria,Port Townsend,Inbound
1858-04-28,Wild Pigeon,James Jones,Cargo,Port Townsend,Victoria,Outbound
1858-04-30,Wild Pigeon,James Jones,Ballast,Victoria,Port Townsend,Inbound
1858-05-10,Constitution,A. B. Gove,Cargo,San Francisco,Port Townsend,Inbound
1858-05-10,Otter,William Alexander Mouat,Cargo,Port Townsend,Victoria,Outbound
1858-05-11,Sea Bird,Winter,Ballast,San Francisco,Port Townsend,Inbound
1858-05-11,Brother Jonathan,George W. Staples,Cargo,San Francisco,Port Townsend,Inbound
1858-05-11,Wild Pigeon,James Jones,Ballast,Port Townsend,Victoria,Outbound
1858-05-12,Golden State,W. S. Sutter/Tuttle,Ballast,San Francisco,Port Townsend,Inbound
1858-05-13,Panama,W. L. Dall,Ballast,Victoria,Port Townsend,Inbound
1858-05-14,Kit Carson,John Dellingham,Cargo,Port Townsend,Melbourne,Outbound
1858-05-15,A. Y. Trask,P. Bynum,Cargo,Port Townsend,Victoria,Outbound
1858-05-15,Golden State,W. S. Sutter/Tuttle,Ballast,Port Townsend,San Francisco,Outbound
1858-05-15,Mary Dunn,John Stevens,Cargo,Port Townsend,"Point Roberts, Victoria",Outbound
1858-05-16,Jennett,Alex Sampson,Ballast,Victoria,Port Townsend,Inbound
1858-05-17,Mallory,Starwood / E. Stannard / E. Stannows / A. Hannard,Cargo,San Francisco,Port Townsend,Inbound
1858-05-17,N. U. Schurenger/V.U. Schwanger,David Ross,Cargo,Port Townsend,Valparaiso,Outbound
1858-05-20,Brother Jonathan,G. W. Staples,Ballast,Port Townsend,San Francisco,Outbound
1858-05-21,Jane Catherine,R. Richards/Rochenster,Cargo,Port Townsend,Sydney,Outbound
1858-05-22,Mathew Vasser,Alex Dodge,Ballast,Victoria,Port Townsend,Inbound
1858-05-22,L. P. Foster,C. H. Moore,Ballast,Honolulu,Port Townsend,Inbound
1858-05-22,Friendship,R. Carleton/Carlton,Cargo,Port Townsend,Hawaiian Islands,Outbound
1858-05-26,Brother Jonathan,George W. Staples,Ballast,Nanaimo,Port Townsend,Inbound
1858-05-26,A. Y. Trask,P. Bynam,Cargo,Victoria,Port Townsend,Inbound
1858-05-29,Panama,W. L. Dall,Passengers,San Francisco,Port Townsend,Inbound
1858-05-29,Jarret,A. W. Grove,Cargo,Port Townsend,Hong Kong,Outbound
1858-05-30,Panama,William Dall,Ballast,Port Townsend,Victoria,Outbound
1858-05-31,Waconsta,Alex Henderson,Cargo,Port Townsend,Falmouth,Outbound
1858-06-01,Wild Pigeon,James Jones,Cargo,Victoria,Port Townsend,Inbound
1858-06-01,Mary Dunn,John Stevens ,Ballast,Victoria,Port Townsend,Inbound
1858-06-02,Surprise,J. Huntington,Ballast,San Francisco,Port Townsend,Inbound
1858-06-02,Surprise,Thomas Huntington,Ballast,Port Townsend,Victoria,Outbound
1858-06-04,May Flower,S. J. / S. S. Raymond,Cargo,Honolulu,Port Townsend,Inbound
1858-06-04,Sea Bird,J. Conner,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-07,Republic,J. S. Watson,Cargo,San Francisco,Port Townsend,Inbound
1858-06-08,L. P. Foster,C. H. Moore,Cargo,Port Townsend,Hilo,Outbound
1858-06-08,Mary Dunn,John Stevens,Cargo,Port Townsend,"Dungeness, Victoria",Outbound
1858-06-08,Daw/Don,N. Haugenson/Hangenson/Hagerson,Cargo,Port Townsend,Valparaiso,Outbound
1858-06-08,Wild Pigeon,James Jones,Cargo,Port Townsend,Victoria,Outbound
1858-06-12,Sea Bird,Francis Conner,Ballast,Victoria,Port Townsend,Inbound
1858-06-12,Sea Bird,J. Conner,Mdze,Port Townsend,Victoria,Outbound
1858-06-14,Sea Bird,Francis Conner,Ballast,Victoria,Port Townsend,Inbound
1858-06-14,Brother Jonathan,George W. Staples,Cargo,San Francisco,Port Townsend,Inbound
1858-06-14,Sea Bird,J. Conner,Pass,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-14,Brother Jonathan,G. W. Staples,Pass,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-14,C. S. Kidder,C. S. Kidder,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-15,Republic,J. S. Watson,Ballast,Port Townsend,San Francisco,Outbound
1858-06-16,Wild Pigeon,James Jones,Ballast,Victoria,Port Townsend,Inbound
1858-06-16,Wild Pigeon,James Jones,Ballast,Port Townsend,Victoria,Outbound
1858-06-17,R. B. Potter,W. J. Norwood,Mdze,Port Townsend,Victoria,Outbound
1858-06-18,Panama,W. L. Dall,Merchandise,San Francisco,Port Townsend,Inbound
1858-06-18,Brother Jonathan,George W. Staples,Mdze,Port Townsend,Victoria,Outbound
1858-06-19,R. B. Potter,W. J. Norwood,Merchandise,Victoria,Port Townsend,Inbound
1858-06-19,Willamantie,Thomas Coupe,Mdze,Port Townsend,Victoria,Outbound
1858-06-19,Resolute,Gumden,Ballast,Port Townsend,Victoria,Outbound
1858-06-21,Carter,R. N. Homer,Merchandise,San Francisco,Port Townsend,Inbound
1858-06-22,Surprise,J. Huntington,Ballast,Victoria,Port Townsend,Inbound
1858-06-22,Constitution,A. B. Gove,Ballast,Victoria,Port Townsend,Inbound
1858-06-22,Resolute,Gamden,Ballast,Victoria,Port Townsend,Inbound
1858-06-22,C. S. Kidder,Sepai/Sepia/Sepa/Sessa/Lessie/Lissa/Tessa/Jessa,Ballast,Victoria,Port Townsend,Inbound
1858-06-22,Recovery,Mitchell,Ballast,Victoria,Port Townsend,Inbound
1858-06-22,Resolute,Gumden,Mdze,Port Townsend,Victoria,Outbound
1858-06-22,Surprise,Thomas Huntington,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-22,R. B. Potter,W. J. Norwood,Mdze,Port Townsend,Victoria,Outbound
1858-06-22,May Flower,S. J. Raymond,Mdze,Port Townsend,Victoria,Outbound
1858-06-22,Otter,William Alexander Mouat,Mdze,Port Townsend,Victoria,Outbound
1858-06-22,C. S. Kidder,Kidder,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-23,Otter,William Alexander Mouat,Ballast,Victoria,Port Townsend,Inbound
1858-06-23,Santa Cruz,Fauntleroy,Merchandise,San Francisco,Port Townsend,Inbound
1858-06-24,Cortez,R. N. Homer,Ballast,Port Townsend,"Victoria, San Francisco",Outbound
1858-06-27,Constitution,A. B. Gove,Mdze,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-28,Wild Pigeon,James Jones,,Victoria,Port Townsend,Inbound
1858-06-28,Wellemontie,Thomas Goufe/Coupe,Ballast,Victoria,Port Townsend,Inbound
1858-06-28,Republic,J. S. Watson,Merchandise,San Francisco,Port Townsend,Inbound
1858-06-28,Republic,J. S. Watson,Ballast,Port Townsend,"Bellingham Bay, San Francisco",Outbound
1858-06-29,Brother Jonathan,George W. Staples,Merchandise,San Francisco,Port Townsend,Inbound
1858-06-29,Constitution,A. B. Gove,Ballast,Victoria,Port Townsend,Inbound
1858-06-29,Comodore,G. W. Staples,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-06-29,Wild Pigeon,James Jones,Mdze,Port Townsend,Victoria,Outbound
1858-06-30,Dancing Feather,Louis Vincent,Ballast,Port Townsend,Victoria,Outbound
1858-07-01,William,J. J. Berry,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-01,Gold Hunter,H. W. Berry,Ballast,Victoria,Port Townsend,Inbound
1858-07-01,Adelaide,William S./L. Nye,Ballast,Victoria,Port Townsend,Inbound
1858-07-01,William,J. J. Berry,Ballast,Port Townsend,San Francisco,Outbound
1858-07-02,Oregon,Patterson,Merchandise,"Victoria, San Francisco",Port Townsend,Inbound
1858-07-02,Oregon,Patterson,Ballast,Victoria,Port Townsend,Inbound
1858-07-02,Oregon,C. P. Patterson,Ballast,Port Townsend,"Bellingham Bay, San Francisco",Outbound
1858-07-02,Recovery,William Mitchell,Cargo,Port Townsend,Victoria,Outbound
1858-07-03,Sierra Nevada,J. H. Blethen,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-03,Sierra Nevada,J. H. Blethen,Ballast,Victoria,Port Townsend,Inbound
1858-07-03,Sierra Nevada,Blether,Ballast,Port Townsend,"Bellingham Bay, San Francisco",Outbound
1858-07-05,Constitution,A. B. Gove,Ballast,Victoria,Port Townsend,Inbound
1858-07-05,Pacific,Robb Haley,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-05,Pacific,Robb Haley,Mdze,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-05,Kossowth/Kassouth,N. Waynes,Mdze,Port Townsend,Victoria,Outbound
1858-07-05,Amelia,H. U. / H. M. Brubaker,Ballast,Port Townsend,Victoria,Outbound
1858-07-06,Panama,W. L. Dall,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-06,Panama,W. L. Dall,Ballast,Victoria,Port Townsend,Inbound
1858-07-06,Panama,William Dall,Mdze,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-07,May Flower,S. J. / S. S. Raymond,Ballast,Victoria,Port Townsend,Inbound
1858-07-08,Oregala/Orezaba/Ouzaba,William G./C./S. Pease,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-08,Cortez,R. N. Homer,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-08,Georgiana,G. S. Porter,Passengers,Victoria,Port Townsend,Inbound
1858-07-08,Ouzaba,William G./C. Pease,Mdze,Port Townsend,Victoria,Outbound
1858-07-08,Cortez,R. N. Homer,Mdze,Port Townsend,Victoria,Outbound
1858-07-09,Santa Cruz,J. H. Johnston,Ballast,San Francisco,Port Townsend,Inbound
1858-07-09,Merchantman,Robbins,Mdze,Port Townsend,Victoria,Outbound
1858-07-09,Santa Cruz,H. J. / J. N. Johnson,Pass,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-09,Resolute,A. W. Pray,Ballast,Port Townsend,Victoria,Outbound
1858-07-10,Constitution,A. B. Gove,Mdze,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-11,Panama,Sappage,Balast,Port Townsend,"Olympia, Victoria",Outbound
1858-07-12,Cortez,R. N. Homer,Ballast,Victoria,Port Townsend,Inbound
1858-07-12,Cortez,R. N. Homer,Ballast,Port Townsend,Victoria,Outbound
1858-07-13,Surprise,J. Huntington,Ballast,Victoria,Port Townsend,Inbound
1858-07-13,Constitution,A. B. Gove,Merchandise,Victoria,Port Townsend,Inbound
1858-07-13,Surprise,Thomas Huntington,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-14,Ann Perry,Edwd Hong/Yone ,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-14,Ann Perry,Edwd Hong/Yone ,Ballast,Victoria,Port Townsend,Inbound
1858-07-14,Constitution,A. B. Gove,Ballast,Victoria,Port Townsend,Inbound
1858-07-14,Elambove/Slambove,J. H. Smith,Ballast,Victoria,Port Townsend,Inbound
1858-07-14,Charles Davers,William G. Boyd,Lumber,Port Townsend,Victoria,Outbound
1858-07-14,Resolute,A. W. Pray,Ballast,Port Townsend,Victoria,Outbound
1858-07-15,May Flower,S. J. Raymond,Mdze,Port Townsend,Victoria,Outbound
1858-07-16,Resolute,A. M. / A. W. / William Pray,Ballast,Victoria,Port Townsend,Inbound
1858-07-16,Resolute,A. W. Pray,Ballast,Port Townsend,Victoria,Outbound
1858-07-17,Sierra Nevada,J. H. Blethen,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-17,Merchantman,C. K. Robbins,Ballast,Victoria,Port Townsend,Inbound
1858-07-17,Alice,G. C. Fisher,Ballast,Victoria,Port Townsend,Inbound
1858-07-17,Alice,G. C. Fisher,Ballast,Port Townsend,Victoria,Outbound
1858-07-17,E. S. Fowler,John Gibbs,Lumber,Port Townsend,Victoria,Outbound
1858-07-19,Pacific,Robb Haley,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-19,Robb Passenger/Robt Passenger,S. Sayer,Ballast,Victoria,Port Townsend,Inbound
1858-07-19,Oregala/Orezaba/Ouzaba,William G./C./S. Pease,Ballast,Victoria,Port Townsend,Inbound
1858-07-19,Ouzaba,William G./C. Pease,Ballast,Port Townsend,San Francisco,Outbound
1858-07-19,Willamantie,Thomas Coupe,Lumber,Port Townsend,Victoria,Outbound
1858-07-19,Constitution,A. B. Gove,Mdze,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-20,Constitution,A. B. Gove,Ballast,Victoria,Port Townsend,Inbound
1858-07-20,Emma,M. W. / W. S. / W. W. Leghton/Leighton,Mdze,Port Townsend,Victoria,Outbound
1858-07-22,Nahumkeag,C. E. A. / G. S. H. Reed,Ballast,Victoria,Port Townsend,Inbound
1858-07-22,Amelia,H. Brubaker,Merchandise,Victoria,Port Townsend,Inbound
1858-07-22,D. M. Hall,O. S. Cabott,Mdze,Port Townsend,San Francisco,Outbound
1858-07-22,Mallory,Starwood / E. Stannard / E. Stannows / A. Hannard,Lumber,Port Townsend,Victoria,Outbound
1858-07-23,Charles Davers,William G. Boyd,Ballast,Victoria,Port Townsend,Inbound
1858-07-23,Amelia,H. U. / H. M. Brubaker,Mdze,Port Townsend,Victoria,Outbound
1858-07-24,Emma,M. W. / W. S. / W. W. Leghton/Leighton,Merchandise,Victoria,Port Townsend,Inbound
1858-07-24,D. M. Hall,O. S. Cabott,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-24,Nahumkeag,C. E. A. / G. S. H. Reed,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-24,Emma,M. W. / W. S. / W. W. Leghton/Leighton,Merchandise,Victoria,Port Townsend,Inbound
1858-07-24,A. Y. Trask,James Delgardus,Mdze,Port Townsend,Victoria,Outbound
1858-07-25,Panama,W. L. Dall,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-25,Panama,William Dall,Ballast,Port Townsend,Victoria,Outbound
1858-07-26,Nahumkeag,G. E. H. Reed,Ballast,Port Townsend,San Francisco,Outbound
1858-07-27,E. F. Willetts,J. W. Holmes,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-27,Amelia,H. Brubaker,Ballast,Victoria,Port Townsend,Inbound
1858-07-27,Leviathan,Bulger,Ballast,Victoria,Port Townsend,Inbound
1858-07-27,Ann Perry,E. Gund,Ballast,Port Townsend,Victoria,Outbound
1858-07-27,Helen Maria,D. U. Envers,Ballast,Port Townsend,Victoria,Outbound
1858-07-27,Piscatagua,J. Mercenery,Lumber,Port Townsend,Victoria,Outbound
1858-07-27,E. F. Willetts,J. W. Holmes,Ballast,Port Townsend,Victoria,Outbound
1858-07-27,Amelia,H. U. / H. M. Brubaker,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-27,Bostonian,J. Burnham,Lumber,Port Townsend,Plymouth,Outbound
1858-07-28,Atlas,H. A. Brightman,Ballast,Callao,Port Townsend,Inbound
1858-07-28,Adelaide,W. S. Nye,Lumber,Port Townsend,Victoria,Outbound
1858-07-29,Jenny Ford,S. F. / S. P. / S. J. Sargent,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-29,Cyrus,William H. Diggs,Lumber,Port Townsend,Victoria,Outbound
1858-07-30,C. S. Kidder,Sepai/Sepia/Sepa/Sessa/Lessie/Lissa/Tessa/Jessa,Ballast,Victoria,Port Townsend,Inbound
1858-07-30,Lucy L. Hale,William / A. Sull / Lull,Merchandise,San Francisco,Port Townsend,Inbound
1858-07-30,C. S. Kidder,C. S. Kidder,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-07-31,Jessie,Tom Paine,Ballast,Victoria,Port Townsend,Inbound
1858-07-31,Mallory,Starwood / E. Stannard / E. Stannows / A. Hannard,Ballast,Victoria,Port Townsend,Inbound
1858-07-31,Lucy L. Hale,William Sull / A. Sull / Lull,Mdze,Port Townsend,Victoria,Outbound
1858-07-31,J. M. Ebey,S./J. Hampton,Lumber,Port Townsend,Victoria,Outbound
1858-08-01,Pacific,Robb Haley,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-02,Live Yankee,Wiggins / A. B. Gove,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-02,Leviathan,Bulger,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-02,Live Yankee,J. Wiggins,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-03,Mary Dunn,Walace,Ballast,Victoria,Port Townsend,Inbound
1858-08-03,A. Y. Trask,Velgardero/Delgardero,Merchandise,Victoria,Port Townsend,Inbound
1858-08-03,Charles Davers,William G. Boyd,Lumber,Port Townsend,Victoria,Outbound
1858-08-03,Mary Ann,J. W. Wallace,Lumber,Port Townsend,Victoria,Outbound
1858-08-03,J. K. Thorndyke,Winsor,Ballast,Port Townsend,Victoria,Outbound
1858-08-04,Madonna,Hoag,Lumber,Port Townsend,Victoria,Outbound
1858-08-07,Francis Helen,N. S. Bean,Ballast,Victoria,Port Townsend,Inbound
1858-08-09,Kent,Henry Taylor,Merchandise,Victoria,Port Townsend,Inbound
1858-08-10,Jessie,Thomas Paine,Ballast,Port Townsend,Victoria,Outbound
1858-08-11,Panama,Sappage/Lapidge,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-11,Ellen H. Wood,J. B. Seeds,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-11,Ellen H. Wood,J. B. Seeds,Ballast,Victoria,Port Townsend,Inbound
1858-08-11,Ellen H. Wood,J. B. Seeds,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-11,May Flower,S. J. Raymond,Lumber,Port Townsend,Victoria,Outbound
1858-08-12,Charles Davers,William G. Boyd,Ballast,Victoria,Port Townsend,Inbound
1858-08-12,Cyrus,William H. Diggs,Ballast,Victoria,Port Townsend,Inbound
1858-08-13,Hattie Porter,M. Nicholson / Michenson,Merchandise,Victoria,Port Townsend,Inbound
1858-08-13,Leviathan,Bulger,Ballast,Victoria,Port Townsend,Inbound
1858-08-13,Ella Frances,J. B. Blum,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-13,Amelia,H. Brubaker,Merchandise,Victoria,Port Townsend,Inbound
1858-08-13,Hattie Porter,M. Nicholson / Michenson,Ballast,Port Townsend,Victoria,Outbound
1858-08-14,Nevada,C. H. / C. A. Houston,Ballast,Victoria,Port Townsend,Inbound
1858-08-14,Oceola,Hartwick,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-14,Jennett,A. Y. Trask,Ballast,Victoria,Port Townsend,Inbound
1858-08-14,Madonna,Hoeg,Ballast,Victoria,Port Townsend,Inbound
1858-08-14,Matilda Heron,H. E. Morgan,Merchandise,Victoria,Port Townsend,Inbound
1858-08-14,Resolute,A. M. / A. W. / William Pray,Ballast,Victoria,Port Townsend,Inbound
1858-08-14,H. C. Page,J. Jones,Mdze,Port Townsend,Victoria,Outbound
1858-08-14,Amelia,A. A. Loving,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-14,Mathilda Heron,Henry E. Morgan,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-16,Emma,M. W. / W. S. / W. W. Leghton/Leighton,Ballast,Victoria,Port Townsend,Inbound
1858-08-16,Surprise,J. Huntington,Ballast,Victoria,Port Townsend,Inbound
1858-08-16,L. P. Foster,C. H. Moore,Merchandise,"Hilo, Honolulu",Port Townsend,Inbound
1858-08-16,Leviathan,Martin Bulger,Ballast,Port Townsend,Victoria,Outbound
1858-08-16,Francis Helen,J. J./S. J. Collins,Lumber,Port Townsend,Victoria,Outbound
1858-08-17,Ork,A. Y. Trask,Lumber,Port Townsend,Victoria,Outbound
1858-08-17,Surprise,Thomas Huntington,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-18,Black Puma,M. Haibe/Harle,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-18,Leviathan,Bulger,Ballast,Victoria,Port Townsend,Inbound
1858-08-18,Leviathan,Bulger,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-18,I. I. Stevens,Alex Shithill/Sputhill/Spitill,Ballast,Port Townsend,"Point Roberts, Victoria",Outbound
1858-08-18,Black Prince,Hanow,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-19,H. C. Page,J. Jones,Ballast,Victoria,Port Townsend,Inbound
1858-08-20,Rosetta/Rosatta,Frank L. Trask,Merchandise,San Francisco,Port Townsend,Inbound
1858-08-20,Simon F. Blunt,Blanchard,Merchandise,Victoria,Port Townsend,Inbound
1858-08-20,Mary Anna,R. Walter,Ballast,Victoria,Port Townsend,Inbound
1858-08-20,Wilson G. Hunt,D. Wolf,Ballast,Victoria,Port Townsend,Inbound
1858-08-20,Francis Helen,Collins,Ballast,Victoria,Port Townsend,Inbound
1858-08-20,Simon F. Blunt,A. Blanchard,Lumber,Port Townsend,Victoria,Outbound
1858-08-20,Mallory,Starwood / E. Stannard / E. Stannows / A. Hannard,Lumber,Port Townsend,Victoria,Outbound
1858-08-20,Wilson G. Hunt,De Wolf,Ballast,Port Townsend,"Bellingham Bay, Victoria",Outbound
1858-08-20,Rosalta,E. Frank/E. Trask,Ballast,Port Townsend,San Francisco,Outbound
1858-08-21,Nevada,C. H. / C. A. Houston,Lumber,Port Townsend,Victoria,Outbound
1858-08-22,C. S. Kidder,Sepai/Sepia/Sepa/Sessa/Lessie/Lissa/Tessa/Jessa,Ballast,Victoria,Port Townsend,Inbound
1858-08-22,Lizzie Roberts,J. N. Taylor,Merchandise,Victoria,Port Townsend,Inbound
1858-08-22,Emma,M. W. / W. S. / W. W. Leghton/Leighton,Lumber,Port Townsend,San Francisco,Outbound
1858-08-22,C. S. Kidder,John Roesbury,Ballast,Port Townsend,Victoria,Outbound
1858-08-23,Ork,Trask,Merchandise,Victoria,Port Townsend,Inbound
1858-08-23,Ranger No. 2,Hill,Ballast,Port Townsend,Victoria,Outbound
1858-08-24,Santa Cruz,J. H. Johnston,Merchandise,Portland,Port Townsend,Inbound
1858-08-24,Santa Cruz,H. J. / J. N. Johnson,Mdze,Port Townsend,Victoria,Outbound
1858-08-25,Amelia,Loving,Merchandise,Victoria,Port Townsend,Inbound
